sosiaalimenot	substantiivi
sosiaalitieteet	substantiivi
sotavalmistelut	substantiivi
sotavaunut	substantiivi
sotavoimat	substantiivi
sotilasmenot	substantiivi
sprintterikisat	substantiivi
stereokuulokkeet	substantiivi
sukupuoliasiat	substantiivi
suojajoukot	substantiivi
suopursu	substantiivi
surku	substantiivi
suviyö	substantiivi
sydänjuuret	substantiivi
sydänyö	substantiivi
syli	substantiivi
synnytinelimet	substantiivi
syntymäpäiväkahvit	substantiivi
syntymäpäiväkutsut	substantiivi
syntysanat	substantiivi
syys	substantiivi
sähkeuutiset	substantiivi
sänkyvaatteet	substantiivi
särkynytsydän	substantiivi
sääolosuhteet	substantiivi
sääolot	substantiivi
säärikarvat	substantiivi
säätiedot	substantiivi
säätyvaltiopäivät	substantiivi
taikamenot	substantiivi
taistelujoukot	substantiivi
talkootanssit	substantiivi
talousmenot	substantiivi
T-alue	substantiivi
talvifarmarit	substantiivi
talvikisat	substantiivi
talviyö	substantiivi
tanhua	substantiivi
tapaama	substantiivi
tarvis	substantiivi
tasannevuodet	substantiivi
tasapisteet	substantiivi
tasasuhta	substantiivi
tekoripset	substantiivi
televisiouutiset	substantiivi
tenä	substantiivi
tervehdyssanat	substantiivi
TES	substantiivi
TE-toimisto	substantiivi
tietämä	substantiivi
tiitteri	substantiivi
tikapuut	substantiivi
tikarappuset	substantiivi
tikaraput	substantiivi
tikkivuori	substantiivi
toimeenpanija	substantiivi
toimituskulut	substantiivi
toissa	adjektiivi
toistakymmentä	numeraali
toistakymmentätuhatta	numeraali
toistasataa	numeraali
toistatuhatta	numeraali
tosiolot	substantiivi
tosi-tv	substantiivi
totalisaattoriravit	substantiivi
totoravit	substantiivi
toukotyöt	substantiivi
T-paita	substantiivi
T-palkki	substantiivi
T-risteys	substantiivi
tuhantisen	numeraali
tukihiukset	substantiivi
tukkilaiskisat	substantiivi
tuomarinohjeet	substantiivi
tuomas	substantiivi
tuomionvoipa	adjektiivi
tupaantuliaiset	substantiivi
turvevarat	substantiivi
tutka-aallot	substantiivi
tutu	substantiivi
tuuliolot	substantiivi
tv-antenni	substantiivi
tv-asema	substantiivi
tv-esiintyjä	substantiivi
tv-filmi	substantiivi
tv-kamera	substantiivi
tv-kanava	substantiivi
tv-kasvo	substantiivi
tv-lähetys	substantiivi
tv-mainonta	substantiivi
tv-mainos	substantiivi
tv-ohjelma	substantiivi
tv-ottelu	substantiivi
tv-sarja	substantiivi
tv-sovitin	substantiivi
tv-studio	substantiivi
tv-tähti	substantiivi
tv-uutiset	substantiivi
tv-yhtiö	substantiivi
tykötarpeet	substantiivi
tylla	substantiivi
tynkäkisat	substantiivi
työntökärryt	substantiivi
työolosuhteet	substantiivi
työolot	substantiivi
täyssisarukset	substantiivi
uhrimenot	substantiivi
uimalasit	substantiivi
U-keittiö	substantiivi
uksi	substantiivi
U-käännös	substantiivi
ula-aallot	substantiivi
U-laakso	substantiivi
ulko	substantiivi
ulkoasiat	substantiivi
ulkoiluvarusteet	substantiivi
ulkomaansuhteet	substantiivi
ulkosuhteet	substantiivi
U-lukko	substantiivi
U-palkki	substantiivi
upouusi	adjektiivi
urheilujoukot	substantiivi
urheilukisat	substantiivi
urheiluliivit	substantiivi
uros	substantiivi
uroteko	substantiivi
urotyö	substantiivi
uudenvuodenyö	substantiivi
uusaste	substantiivi
uusfasisti	substantiivi
uushankinta	substantiivi
uushopea	substantiivi
uusinvestointi	substantiivi
uusjako	substantiivi
uuskäyttö	substantiivi
uusköyhälistö	substantiivi
uusmerkintä	substantiivi
uusmyynti	substantiivi
uusnatsi	substantiivi
uusrenessanssi	substantiivi
uussinkku	substantiivi
uusvanha	adjektiivi
uusvienti	substantiivi
uutimet	substantiivi
UV-indeksi	substantiivi
UV-säteily	substantiivi
vaakitus	substantiivi
vaihdevuodet	substantiivi
vaka	adjektiivi
vakaus	substantiivi
vakaus	substantiivi
valkosipuliperunat	substantiivi
valmistuskulut	substantiivi
valmistuskustannukset	substantiivi
valoaallot	substantiivi
valtiopäivät	substantiivi
vanginvaatteet	substantiivi
vanhojentanssit	substantiivi
vanhuudenpäivät	substantiivi
vappuyö	substantiivi
varastointikustannukset	substantiivi
varhaisuutiset	substantiivi
vasemmistovoimat	substantiivi
vastaanottojuhlallisuudet	substantiivi
vastarintajoukot	substantiivi
V-aukko	substantiivi
vauvakutsut	substantiivi
vauvanvaunut	substantiivi
WC-allas	substantiivi
WC-istuin	substantiivi
WC-paperi	substantiivi
veikkausvarat	substantiivi
veikkausvoittovarat	substantiivi
veljekset	substantiivi
velkamenot	substantiivi
vellihousu	substantiivi
venät	substantiivi
verkkovaalit	substantiivi
verovarat	substantiivi
verta	substantiivi
vesivarat	substantiivi
vesivoimavarat	substantiivi
vetimet	substantiivi
whoopie	substantiivi
vieraskutsut	substantiivi
viestijoukot	substantiivi
vihanta	adjektiivi
vihollisvoimat	substantiivi
viidestoista	numeraali
viiksiniekka	substantiivi
viime	adjektiivi
viimeisin	adjektiivi
viini	substantiivi
viini	substantiivi
viisikulmio	substantiivi
viisikymmentä	numeraali
viisikymmentävuotias	adjektiivi
viisikymmenvuotias	adjektiivi
viisisataa	numeraali
viisitoista	numeraali
viisitoistavuotias	adjektiivi
viisituhatta	numeraali
viisivuotias	adjektiivi
viitisen	numeraali
viitisenkymmentä	numeraali
viitisentoista	numeraali
virsiseurat	substantiivi
viuluniekka	substantiivi
V-laakso	substantiivi
voimavarat	substantiivi
voittovarat	substantiivi
V-tyyli	substantiivi
vuokratulot	substantiivi
vuori	substantiivi
vuori	substantiivi
vyyhti	substantiivi
välivuori	substantiivi
vänskä	substantiivi
x-akseli	substantiivi
X-kromosomi	substantiivi
y-akseli	substantiivi
yhdeksisen	numeraali
yhdeksisenkymmentä	numeraali
yhdeksänkymmentä	numeraali
yhdeksänkymmentävuotias	adjektiivi
yhdeksänkymmenvuotias	adjektiivi
yhdeksänsataa	numeraali
yhdeksäntoista	numeraali
yhdeksäntoistasataa	numeraali
yhdeksäntoistavuotias	adjektiivi
yhdeksäntuhatta	numeraali
yhdeksänvuotias	adjektiivi
yhdeksästoista	numeraali
yhdestoista	numeraali
yhdistelmävaunut	substantiivi
yh-isä	substantiivi
yhteispisteet	substantiivi
yhteystiedot	substantiivi
yh-äiti	substantiivi
Y-kromosomi	substantiivi
yks	numeraali
yksiteholasit	substantiivi
yksitoista	numeraali
yksitoistavuotias	adjektiivi
yksityisolot	substantiivi
yksivuotias	adjektiivi
yleisö-WC	substantiivi
yliajaja	substantiivi
yliajo	substantiivi
yliannos	substantiivi
yliannostus	substantiivi
yliarkkitehti	substantiivi
yliarviointi	substantiivi
yliarvostus	substantiivi
ylibuukkaus	substantiivi
yliedustus	substantiivi
yliherkkä	adjektiivi
ylihinta	substantiivi
ylihoitaja	substantiivi
ylihuomen	substantiivi
Y-liittymä	substantiivi
ylijohtaja	substantiivi
ylijohto	substantiivi
ylijuoksu	substantiivi
ylijännite	substantiivi
ylijäämä	substantiivi
ylikalastus	substantiivi
ylikersantti	substantiivi
ylikierros	substantiivi
ylikompensaatio	substantiivi
ylikoulutus	substantiivi
ylikulku	substantiivi
ylikunto	substantiivi
ylikuorma	substantiivi
ylikuormitus	substantiivi
ylikypsä	adjektiivi
ylikäytävä	substantiivi
ylileveä	adjektiivi
yliluutnantti	substantiivi
ylilyönti	substantiivi
ylilääkäri	substantiivi
ylimerkintä	substantiivi
ylimäärä	substantiivi
ylinopeus	substantiivi
ylioikeus	substantiivi
ylioppilas	substantiivi
ylioppilaskirjoitukset	substantiivi
yliote	substantiivi
ylipalvelus	substantiivi
ylipapitar	substantiivi
ylipitkä	adjektiivi
ylipurenta	substantiivi
ylipäällikkö	substantiivi
ylipääsemätön	adjektiivi
ylipääsy	substantiivi
ylirasitus	substantiivi
ylireagointi	substantiivi
ylisana	substantiivi
yliset	substantiivi
ylisuuri	adjektiivi
ylitarjonta	substantiivi
ylitarkastaja	substantiivi
ylitunti	substantiivi
ylityö	substantiivi
ylivaihde	substantiivi
ylivakuutus	substantiivi
ylivalta	substantiivi
ylivaraus	substantiivi
yliviivaus	substantiivi
ylivoima	substantiivi
ylivuoto	substantiivi
yliälykäs	adjektiivi
ylläpitokustannukset	substantiivi
yläaste	substantiivi
ylähammas	substantiivi
ylähanka	substantiivi
yläharvennus	substantiivi
yläheimo	substantiivi
ylähuone	substantiivi
ylähuuli	substantiivi
yläilma	substantiivi
yläindeksi	substantiivi
yläjuoksu	substantiivi
yläkansi	substantiivi
yläkerros	substantiivi
yläkerta	substantiivi
yläkierre	substantiivi
yläkoukku	substantiivi
yläkoulu	substantiivi
yläkuu	substantiivi
ylälanka	substantiivi
yläleuka	substantiivi
yläluomi	substantiivi
ylämaa	substantiivi
ylämäki	substantiivi
ylänurkka	substantiivi
yläoksa	substantiivi
yläosa	substantiivi
yläpeti	substantiivi
yläpilvi	substantiivi
yläpinta	substantiivi
yläpuoli	substantiivi
yläpää	substantiivi
yläraaja	substantiivi
yläreuna	substantiivi
ylärivi	substantiivi
yläruumis	substantiivi
yläsänky	substantiivi
yläsävel	substantiivi
ylätuuli	substantiivi
ylätyyli	substantiivi
ylävatsa	substantiivi
ylävirta	substantiivi
Y-tunnus	substantiivi
zombie	substantiivi
äitiysliivit	substantiivi
äkäpussi	substantiivi
ät-merkki	substantiivi
äyrämöismurteet	substantiivi
äänivarat	substantiivi
ääriolot	substantiivi
öljyvarat	substantiivi
ö-mappi	substantiivi
